xml_name,image_name,image_path,image_stem,image_hash,width,height,box_count,primary_label,labels,is_duplicate,canonical_image_path
472.xml,472.jpg,dataset\images\472.jpg,472,8e87140a1637e5e48b375e7b8de6449348d75088944bde0301aaedf1651e521c,243,330,3,pothole_water,pothole|pothole_water|pothole_water,0,dataset\images\472.jpg
183.xml,183.jpg,dataset\images\183.jpg,183,c5e85f420b82553b05ce52c863189f4463a4412be576e3bf9b25d2999c5d8862,1024,768,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\183.jpg
203.xml,203.jpg,dataset\images\203.jpg,203,1308691cc7c7344d2ecb289f528103bd0e5f8199678a8e03fce2bc04b779b00d,650,433,2,pothole_water,pothole_water|pothole_water,0,dataset\images\203.jpg
392.xml,392.jpg,dataset\images\392.jpg,392,abe54641bca02a8aa26707ea74500416c43f3f00328e418d315005b327a58660,800,600,1,pothole_water,pothole_water,0,dataset\images\392.jpg
42.xml,42.jpg,dataset\images\42.jpg,42,edd4ad6a0753a4ef4d8e7db23cd0a64ff49d9b49cb97665de4e41ca3d0aff7c7,1299,861,4,pothole_water,pothole_water|pothole_water|pothole_water|damage,0,dataset\images\42.jpg
211.xml,211.jpg,dataset\images\211.jpg,211,9f3ff361c646f64618f8454076b3f15ad91ae35a39d90fb408a46671901bac8f,3200,1680,1,pothole_water,pothole_water,0,dataset\images\211.jpg
28.xml,28.jpg,dataset\images\28.jpg,28,53257c351904f98d1277cbeb36cfb992be150e513fb1c7711e62326af0f4f5c8,535,443,1,pothole_water,pothole_water,0,dataset\images\28.jpg
355.xml,355.jpg,dataset\images\355.jpg,355,5dbaf9d8268605e9470f550e3cf58691282b82e572a15e354794a808ae953954,320,240,1,pothole_water,pothole_water,0,dataset\images\355.jpg
473.xml,473.jpg,dataset\images\473.jpg,473,58dca63a1289ada83505c1794e04ab961291d0a57e22166f75065febd42e488a,660,371,1,pothole_water,pothole_water,0,dataset\images\473.jpg
158.xml,158.jpg,dataset\images\158.jpg,158,34d13450a0b7ad587a68de948b21aa1bac62a3dd17160479d14254f7dcf2c60f,999,473,4,pothole_water,pothole_water|pothole_water|pothole_water|pothole_water,0,dataset\images\158.jpg
357.xml,357.jpg,dataset\images\357.jpg,357,8f4c4a177f7e942cbc69db290837179bb7b44e8b673e0fffb33c03be01a2643d,1280,720,5,pothole_water,pothole_water|pothole_water|pothole_water|pothole_water|pothole_water,0,dataset\images\357.jpg
17.xml,17.jpg,dataset\images\17.jpg,17,44ee6ebbb841b65a8ea00880fd74ce70026887decbc32be0ebd8d381b132baf7,667,458,4,pothole_water,pothole_water|pothole_water|pothole_water|pothole_water,0,dataset\images\17.jpg
309.xml,309.jpg,dataset\images\309.jpg,309,e710451ba20493587ca6b88311d5e42b1dd287fc6f6be17601dd134b7688ff92,1000,569,1,pothole_water,pothole_water,0,dataset\images\309.jpg
379.xml,379.jpg,dataset\images\379.jpg,379,838ebe16484aa6340f94b89557bc7e0303f69f109f42c3bc025161971728ca3d,1024,576,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\379.jpg
431.xml,431.jpg,dataset\images\431.jpg,431,acaddd8064a33129b4e39650dfe452a8ab1390b0c7274bcbedbe1f72f12a504e,2000,1404,4,pothole_water,pothole_water|pothole_water|pothole_water|pothole_water,0,dataset\images\431.jpg
35.xml,35.jpg,dataset\images\35.jpg,35,cb88e5bb71d026773d2e37d93b5eade1e6c43f6bb3880a5a0083403e020fb13c,420,316,1,pothole_water,pothole_water,0,dataset\images\35.jpg
207.xml,207.jpg,dataset\images\207.jpg,207,6e3712ff15c6e67f2ca5f30de5551bae7b804d7d51bd496f9502a9b108ea5766,600,400,1,pothole_water,pothole_water,0,dataset\images\207.jpg
229.xml,229.jpg,dataset\images\229.jpg,229,e52ea0b8a6e993a3c2d391ec633b145edd652fe3b5d2f6d49c8cae8d3316820a,448,262,1,pothole_water,pothole_water,0,dataset\images\229.jpg
49.xml,49.jpg,dataset\images\49.jpg,49,8e51a07daf74d7cb98f0644b61b3a04159236ec9b3ed081d524cb9c2b5faa418,1140,500,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\49.jpg
174.xml,174.jpg,dataset\images\174.jpg,174,ee842ec54fd5fabdff855c9352252cfeda5b3a73555e1995f7d7ec3b36ef9da1,800,516,1,pothole_water,pothole_water,0,dataset\images\174.jpg
24.xml,24.jpg,dataset\images\24.jpg,24,e6b065f69877e1671a74e14eab3d7ff397338f7d89b5ba6101cae5060addda93,849,1291,4,pothole_water,pothole_water|pothole_water|pothole_water|pothole_water,0,dataset\images\24.jpg
362.xml,362.jpg,dataset\images\362.jpg,362,def7390e4f4afaa2ae2492d4d4707160bb3f8f6723e607342b335b7cc815e2a2,960,547,4,pothole_water,pothole_water|pothole_water|pothole_water|pothole_water,0,dataset\images\362.jpg
210.xml,210.jpg,dataset\images\210.jpg,210,ef496db41224ce3a641d6bacc7b618e63e4c2abaf8f779e86b94ed85b062cba3,600,450,2,pothole_water,pothole_water|pothole_water,0,dataset\images\210.jpg
331.xml,331.jpg,dataset\images\331.jpg,331,23d27997a07e65c45749c3ebcb14aea3cf8618c996e97c0c4a4ed2adb26ed922,1280,720,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\331.jpg
334.xml,334.jpg,dataset\images\334.jpg,334,e0889bdb9b9cd26028af66edd6d131cd6ddcdd0603071a26fdf93e2515607490,1368,768,1,pothole_water,pothole_water,0,dataset\images\334.jpg
87.xml,87.jpg,dataset\images\87.jpg,87,3a7e9c9866975d1d2b26c76b94d0390e587a4ec8143164f64241249ae4952231,460,276,1,pothole_water,pothole_water,0,dataset\images\87.jpg
381.xml,381.jpg,dataset\images\381.jpg,381,57d783b1eb376e4170ce4266dbbf29a410d7a264009b176b3f164e1d377fbe4e,500,300,1,pothole_water,pothole_water,0,dataset\images\381.jpg
31.xml,31.jpg,dataset\images\31.jpg,31,50ac22e5820e21f93a82572f311b4e505dbae8ace4f1766e270bd3c1885e14d3,991,1200,1,pothole_water,pothole_water,0,dataset\images\31.jpg
204.xml,204.jpg,dataset\images\204.jpg,204,ede7aa3c564ccc1c2adfa02a3a7b0bea8391ec79b4a0e9d7dc54b6e79412da19,969,1301,4,pothole_water,pothole_water|pothole_water|pothole|damage,0,dataset\images\204.jpg
310.xml,310.jpg,dataset\images\310.jpg,310,dd29eaf1cfb5ada5b44ab722d9179d929586aa023f7b81c060d8d52867a0ce0e,800,534,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\310.jpg
106.xml,106.jpg,dataset\images\106.jpg,106,baa6339eb293c64a5cb39c635f6c081a7e0d76823f8f61652eed2ebe204aad24,1820,1024,3,pothole_water,pothole_water|pothole_water|damage,0,dataset\images\106.jpg
474.xml,474.jpg,dataset\images\474.jpg,474,a379b10520ea3de1e7536e77cbcfc9bd4e0ad788c9f9a7bd8b1ddffea97d4d31,763,522,2,pothole_water,pothole_water|pothole_water,0,dataset\images\474.jpg
16.xml,16.jpg,dataset\images\16.jpg,16,5e0c9bb1dc361c56c70aaa3ce101229f22f149e6ee7ef813d632e5ff0cc31dc6,730,430,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\16.jpg
382.xml,382.jpg,dataset\images\382.jpg,382,e286e1825d7a3acdea4edce6bf297a1f1f9c5780247f1f94c32c5bba998ffd02,640,480,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\382.jpg
179.xml,179.jpg,dataset\images\179.jpg,179,767b9ce21f3fd26c92a3f6cc0bd304d72b31a4920578733cd6fb292f54e541b4,960,720,3,pothole_water,pothole_water|pothole_water|damage,0,dataset\images\179.jpg
367.xml,367.jpg,dataset\images\367.jpg,367,61c606d97a27a2bd07fe378a3f07ba511fb4bc5f6f7ee4643896a49e6071f86f,1000,638,2,pothole_water,pothole_water|pothole_water,0,dataset\images\367.jpg
301.xml,301.jpg,dataset\images\301.jpg,301,88a3e6e7491a006dc6d3df3d97f077cc0b968ada9595cd5166cd12af7e6209c8,1024,680,4,pothole_water,pothole_water|pothole_water|pothole_water|pothole_water,0,dataset\images\301.jpg
452.xml,452.jpg,dataset\images\452.jpg,452,457d25d2748fbc77ff508a1c9ae64b7d42e7e7e24d3d51b479b86a6271698ae0,800,600,1,pothole_water,pothole_water,0,dataset\images\452.jpg
492.xml,492.jpg,dataset\images\492.jpg,492,9ca3308c6ed1ac0afc3e0b8b63f50709d44757533ba3a5e5e3721e3f76818c18,759,422,2,pothole_water,pothole_water|pothole_water,0,dataset\images\492.jpg
342.xml,342.jpg,dataset\images\342.jpg,342,a81417c42a2af4b50d44f667d4061d2cf6596d5be27823fc20fb510a7dd82b90,770,433,1,pothole_water,pothole_water,0,dataset\images\342.jpg
407.xml,407.jpg,dataset\images\407.jpg,407,b832e0bf2f09f0c89687e859c895d76afae58c828da0ed77c2ff79e8add68b55,859,705,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\407.jpg
398.xml,398.jpg,dataset\images\398.jpg,398,8ef9c000948c0480f8af0b36738fdd9522958a29e7249c148b8a8eaf4f74d2c3,1200,800,4,pothole_water,pothole_water|pothole_water|pothole_water|pothole_water,0,dataset\images\398.jpg
181.xml,181.jpg,dataset\images\181.jpg,181,e483cbd4c23efa6a40ace6fb6aedca3b7dc47ad99117f572b84a00bb14a59f21,759,422,1,pothole_water,pothole_water,0,dataset\images\181.jpg
416.xml,416.jpg,dataset\images\416.jpg,416,06a635736398af7a6c61890f2902ae0542a72d912da15a4352bc948f9706a7c3,720,480,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\416.jpg
435.xml,435.jpg,dataset\images\435.jpg,435,1562e4918b188abc6dd02220b00b953bfed3e54f49170c7e289cba738abdd5c5,600,445,2,pothole_water,pothole_water|pothole_water,0,dataset\images\435.jpg
208.xml,208.jpg,dataset\images\208.jpg,208,9c205541d0a14164c7ca89fc65f648f38cbb2262be0bdc955b4e567bff36328c,640,480,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\208.jpg
56.xml,56.jpg,dataset\images\56.jpg,56,71231799ef04ac33ca387921441a38d9b7aa66813b163a00413ed5a198a56ab9,576,1024,1,pothole_water,pothole_water,0,dataset\images\56.jpg
209.xml,209.jpg,dataset\images\209.jpg,209,7039f61086414f95978cb9060e019c080b2e6b3bfc2fe8abb88242354355f4f0,590,590,1,pothole_water,pothole_water,0,dataset\images\209.jpg
53.xml,53.jpg,dataset\images\53.jpg,53,bad38e4a04837dfdfeb62023547eecfc6f8af80ae6c5ffafdcc222cd9c46de4a,1180,664,3,pothole_water,pothole|pothole_water|pothole_water,0,dataset\images\53.jpg
122.xml,122.jpg,dataset\images\122.jpg,122,09669f9730bdf5efad01f15e8b18b88a7c8e0b5043e4b32c4b231e428e6f0c23,647,404,2,pothole_water,pothole_water|pothole_water,0,dataset\images\122.jpg
146.xml,146.jpg,dataset\images\146.jpg,146,3b1fb92302ac5aa50d2dec7e9bdc05c6c03328ec8369cbfb2331c16cba2e2004,600,400,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\146.jpg
226.xml,226.jpg,dataset\images\226.jpg,226,280897bbe2e73b6c6dfb4cea7f3590c0836e336dfeeca2817d8c7275081025bc,640,480,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\226.jpg
488.xml,488.jpg,dataset\images\488.jpg,488,fede338fc4d0c27e20cf93bb95207f0d1978fcf9ed25296ac22ce681306dc7a6,1024,683,2,pothole_water,pothole_water|pothole_water,0,dataset\images\488.jpg
38.xml,38.jpg,dataset\images\38.jpg,38,d9c223a46e0632b533b8e5be2b5b45f34af49f3c40289d801e69a6d4dd2189de,700,830,6,pothole_water,pothole_water|pothole_water|pothole|pothole_water|pothole_water|pothole_water,0,dataset\images\38.jpg
282.xml,282.jpg,dataset\images\282.jpg,282,96cd871c99cc69d468ace4c56d1481e98d7eb76eda10c13832f5bd7c4d5b0309,678,381,2,pothole_water,pothole_water|pothole_water,0,dataset\images\282.jpg
21.xml,21.jpg,dataset\images\21.jpg,21,86004eb0ad229c99c9e679842d196cd7ce88da6223992f40f2b12abcac720ad1,324,216,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\21.jpg
358.xml,358.jpg,dataset\images\358.jpg,358,7b223b4fb0b82e5540ff54c66907725c885c74839da525d0454d9c0edea95363,405,363,4,pothole_water,pothole_water|pothole_water|pothole_water|pothole_water,0,dataset\images\358.jpg
109.xml,109.jpg,dataset\images\109.jpg,109,f151faf937389f80eeec1909d98fb10419d85cb484206cb8f46fba97dcb83102,720,478,1,pothole_water,pothole_water,0,dataset\images\109.jpg
426.xml,426.jpg,dataset\images\426.jpg,426,befd3a8289e04d1b30e943dfa3a63626cc1c862ca4ab5362cc6e9eeb9caba4d8,633,380,2,pothole_water,pothole_water|pothole_water,0,dataset\images\426.jpg
156.xml,156.jpg,dataset\images\156.jpg,156,ceb330a0f6b9449c9a01567780934c6f6629664368e7bc257b1082f37e203a1d,759,422,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\156.jpg
32.xml,32.jpg,dataset\images\32.jpg,32,c1779859b1467e1c595670aaa30187a1b501ad8743e1b1a6e8011541bd45b15c,700,466,2,pothole_water,pothole_water|pothole_water,0,dataset\images\32.jpg
37.xml,37.jpg,dataset\images\37.jpg,37,da575a7f5f1545ee1da23f33a217a69e3437cbd085702c3113daa86281731865,960,640,2,pothole_water,pothole_water|pothole_water,0,dataset\images\37.jpg
131.xml,131.jpg,dataset\images\131.jpg,131,f6e4fab2a48e6b7a610d042133c38ed9838bfaf6c04a5d1a5e0e326804123d53,467,495,4,pothole_water,pothole_water|pothole_water|pothole_water|pothole_water,0,dataset\images\131.jpg
143.xml,143.jpg,dataset\images\143.jpg,143,41ef0e506b6755044e48a130279cfc5d2ea2b58cdc9826b88179145cc15b78ac,446,301,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\143.jpg
102.xml,102.jpg,dataset\images\102.jpg,102,5b7fc57dafb10cd9d0ef6ee236637508134eb79e744527c6a2a69b7e64b3ddd7,800,533,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\102.jpg
274.xml,274.jpg,dataset\images\274.jpg,274,336065df1160cbe491386423ccf5f0281798e8e98b9fbb9f864f799e51e52a21,610,450,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\274.jpg
486.xml,486.jpg,dataset\images\486.jpg,486,3a010a0e67a900d1ce30e5234d5dbcc90c374fcce8bf0f7a29e996d30484fd02,784,441,2,pothole_water,pothole_water|pothole_water,0,dataset\images\486.jpg
326.xml,326.jpg,dataset\images\326.jpg,326,a746ddb60c20c2cfb8944f1c5da919b18e77ef3995b94f68e5ecf185849d9675,770,433,6,pothole_water,pothole_water|pothole_water|pothole_water|pothole_water|pothole_water|pothole_water,0,dataset\images\326.jpg
400.xml,400.jpg,dataset\images\400.jpg,400,8a656c380727cb4d2ccfffaf6a91ea098f6bc161acc67cce02c41d7b09b3085a,615,409,1,pothole_water,pothole_water,0,dataset\images\400.jpg
227.xml,227.jpg,dataset\images\227.jpg,227,984bda8fea350cd849f70026ffd912ff54b5766e0a7b4dbd9416a8d9e07f40b9,770,433,1,pothole_water,pothole_water,0,dataset\images\227.jpg
47.xml,47.jpg,dataset\images\47.jpg,47,95c69ee0227d72d9808a752aa3314abc8f2fe7da241bc9c5af035b08f84fd697,759,422,2,pothole_water,pothole_water|pothole_water,0,dataset\images\47.jpg
97.xml,97.jpg,dataset\images\97.jpg,97,db553e24f1ec323f9afaf154ef78475a584f58d3e0c33a898fb990f69cb6b46c,630,472,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\97.jpg
396.xml,396.jpg,dataset\images\396.jpg,396,7b67e6fcc4fe2c269f2bcda821e06773fc2dd914442db172df487e82332c0241,600,450,1,pothole_water,pothole_water,0,dataset\images\396.jpg
41.xml,41.jpg,dataset\images\41.jpg,41,6541fb1a39d3367cf504178e30c7c4e3f79e99d1eb92baa24b04fb0c8eb98fb7,600,275,2,pothole_water,pothole_water|pothole_water,0,dataset\images\41.jpg
306.xml,306.jpg,dataset\images\306.jpg,306,e5b341e3e6359d58634b49ab68f66cabae2e68d2e9e45e32f3157d04d2da47ec,1280,792,1,pothole_water,pothole_water,0,dataset\images\306.jpg
475.xml,475.jpg,dataset\images\475.jpg,475,b49317e5c448548582f3e28a4df607be6aa13727d8d2b7c384afd8ae0a938a71,918,506,3,pothole_water,pothole_water|damage|pothole_water,0,dataset\images\475.jpg
311.xml,311.jpg,dataset\images\311.jpg,311,77ff4bcc76206efc1279420690c16198836a11a6f1b15c186361de3ed09313d6,940,528,1,pothole_water,pothole_water,0,dataset\images\311.jpg
10.xml,10.jpg,dataset\images\10.jpg,10,98de2e8eeeb40cafbaeca10b3c6e9fcbc166b53b61b34a7b2d102ae7c067c4df,660,371,4,pothole_water,pothole_water|pothole_water|pothole_water|pothole_water,0,dataset\images\10.jpg
14.xml,14.jpg,dataset\images\14.jpg,14,dbb2fa7b564e90153608b4a269092a51d917fd0d1f1ed28873932efbba29a50d,1075,375,1,pothole_water,pothole_water,0,dataset\images\14.jpg
269.xml,269.jpg,dataset\images\269.jpg,269,98f7f3ba97876f097f2e8d9547adf45491aec72775910dc8e6f8ca67682569b1,628,362,1,pothole_water,pothole_water,0,dataset\images\269.jpg
361.xml,361.jpg,dataset\images\361.jpg,361,fafd849aeebea5b839b0c049b6ad15053da8d14ce69bd12ffef388a902274911,660,466,4,pothole_water,pothole_water|pothole_water|pothole_water|damage,0,dataset\images\361.jpg
161.xml,161.jpg,dataset\images\161.jpg,161,76c1601da73b56eea6718990c6e89d7c6195a067c5a8ac3d23dbbd520257bc44,1080,675,1,pothole_water,pothole_water,0,dataset\images\161.jpg
141.xml,141.jpg,dataset\images\141.jpg,141,156efa5d1314646bc51e8435c3b5a637a362048f63f60d7771e1bc95194036dd,400,206,4,pothole_water,pothole_water|pothole_water|pothole_water|pothole_water,0,dataset\images\141.jpg
256.xml,256.jpg,dataset\images\256.jpg,256,9ece7fc1da6cfba88d94de2271d47eb04479aa16f230f49b71f343ab2ce9603c,1215,682,2,pothole_water,pothole_water|pothole_water,0,dataset\images\256.jpg
390.xml,390.jpg,dataset\images\390.jpg,390,17d15af6e339bf8d749e42b48c843d59644a7f3cbd377557af1750b3c7676e7e,1280,720,1,pothole_water,pothole_water,0,dataset\images\390.jpg
480.xml,480.jpg,dataset\images\480.jpg,480,3379475d302f7346b2d0f9b184a209e507e36f103c07dfee5084244139e3b353,647,404,3,pothole_water,pothole_water|pothole_water|pothole_water,0,dataset\images\480.jpg
